ingredients_text,lang
"latte magro cioccolato 3.3%, zucchero, addensante: E407.",it
"Farina di grano tenero, Uva sultanina* (14,5%) (Uva sultanina, Olio di semi di girasole*), Zucchero di canna, Burro* (latte), Tuorlo d'uovo fresco, Scorze d'arancia candite* (10%) (Scorze d'arance, Sciroppo di glucosio-fruttosio, Zucchero di canna, Succo di limone*), Lievito naturale (Farina di grano tenero, Acqua), Emulsionanti: lecitina di soia, Sale, Lievito, Aroma naturale di arancia, Aroma naturale di vaniglia",it
"farina bianca (frumento), acqua, zucchero, lievito, olio di colza, glutine di frumento, sale da cucina iodato, etanolo, destrosio, emulsionanti (E 471, E 472e), acidificante (E 262), conservante (E 282) amido di patate, farina di malto di orzo, agente di trattamento della farina (E 300).",it
"Pomodori secchi 53%, olio di se - mi di girasole, aceto di vino, sale, origano, correttore di acidità: acido citrico, antiossi - dante: acido ascorbico.",it
"Acqua, semi di soia* 6,7% , zucchero di canna*, aroma vaniglia, (*da agricoltura biologica),",it
"Gruyère (formaggio) 73%, acqua, sale di fusione: E331, sale da cucina.",it
"Patate disidratate 52%, olio di semi di girasole, amidi (da grano e patata), sciroppo di glucosio, condimento alla paprika 5% (zucchero, sale, paprika in polvere 8%, paprika dolce affumicata in polvere 8%, aroma naturale, cipolla, aglio), emulsionanti: mono - e digliceridi degli acidi grassi; olio di colza, sale. Può contenere latte. SENZA GLUTAMMATO",it
"patate 83%, impanatura 10% (amido modificato de fromento, farina di riso, sale da cucina, amido di riso, rosmarino 3,5%, amido di frumento, pepe, agenti lievitanti: E450 ed E500), olio di palma.",it
"Proteine isolate del ? latte,
proteine concentrate del siero di latte, maltodestrina, fruttosio, L-glicina, biscotti triturari (farina di frumento, zucchero, ? 
di girasole, sciroppo di glucosio, siero di latte in polvere, sale, agenti lievitanti (bicarbonado di sodio e bicarbonato di ammonio),
emulsionante (lecitina di girasole), antiossidanti (metabisolfito di sodio, estratto ricco in tocoferoli), aroma) taurina, emulsionante
(lecitina di soia), aroma, edulcoranti (E-954 e E-955) e vitamina B6 (cloridrato de piridossina). 
ALLERGENI: GLUTEN, LATTE SOIA E SOLFITI. 
Puo contenere traccia di uova, pesce e semi di sesamo.",it
"Tonno*, olio di oliva, sale - *Thunnus (neothunnus) albacares",it
"Massa di cacao nobile, zucchero, burro di cacao, lecitina di girasole emulsionante.",it
"Farina di frumento, zucchero, grassi vegetali (palma, cocco), burro di cacao, pasta di cacao, latte intero in polvere 4,6%, sciroppo di glucosio, latte scremato in polvere 1,1%, derivati del siero di latte, burro anidro, nocciole tritate, sale, emulsionante: lecitine (di soia); aromi (contiene latte), agenti lievitanti: carbonato di sodio, difosfati; amido di frumento, acidificante: acido citrico; tuorlo d'uovo in polvere.",it
GIMOKA Gran Bar MISCELA BAR CAFFÈ TOSTATO IN GRANI 1000 g e 2.2 lb Gimoka,it
"yogurt (LATTE scremato 82%, fermenti lattici (Streptococcus thermophilus, Lactobacillus bulgaricus)), preparazione all'albicocca 18% (purea di albicocca 55%, zucchero, acqua, stabilizzante: pectina, correttori di acidità: calcio citrato, acido citrico)",it
"Tostati naturali solubilizzati (orzo 46%, segale, dicoria, malto caffe istantaneo 35%, cacao magro Può contenere tracce di latte",it
小麦粉、ミルク味ファットスプレッド、果糖ぶどう糖液糖、ショートニング、乳等を主要原料とする食品、パン酵母、食塩、モルト／乳化剤、香料、糊料（増粘多糖類、アルギン酸エステル）、イーストフード、酸化防止剤(ビタミンＥ)、メタリン酸Ｎａ、ｐＨ調整剤、カロチノイド色素、ビタミンＣ、(一部に乳成分・小麦・牛肉・大豆を含む),ja
オーツ麦、ライ麦粉、砂糖、乾燥果実 (パパイヤ、レーズン、りんご、いちご)、小麦粉、ココナッツ、マルトデキストリン、植物油、米粉、水溶性食物繊維、コーンフラワー、かぼちゃの種、 アーモンドパウダー、食塩、小麦ふすま、玄米粉、 りんご果汁 / グリセリン、加工デンプン、クエン酸鉄NA、乳化剤、酸味料、酸化防止剤(ビタミンE、ローズマリー抽出物)、 ナイアシン、パントテン酸Ca、 カゼインNa (乳由来)、ビタミンA、ビタミンB6、ビタミンB1、葉酸、ビタミンD、ビタミンB12,ja
塩蔵広島菜 (国内製 造)、食塩、砂糖、紅鮭フレーク (紅 鮭、食塩)/調味料(アミノ酸等)、 水酸化カルシウム、酸化防止剤 (ビタミンE),ja
酢飯 (国産米使用) 、サーモンハラス、さけ加工品、マヨネーズ、のり、醤油だれ/加工デンプン、増粘剤(加工デンプン、増粘多糖類)、酢酸Na、pH調整剤､トレハロース、調味料(アミノ酸等)、酒精、酸化防止剤(V.C、V.E)、V.B1 グリシン、香辛料、(一部に小麦・卵・さけ・さば・大豆を含む),ja
水稲もち米(国内産100%),ja
えだまめ(大豆)、食塩,ja
さんま、砂糖、みりん、醤油/調味料(アミノ酸等)、増粘剤(キサンタンガム),ja
植物油脂、砂糖、全粉乳、乳糖、乾燥いちご (中国)、ココアバター、抹茶、乳化剤、光沢剤、着色料(紅花黄、クチナシ)、酸化防止剤 (ビタミンC、ビタミンE)、香料、(原材料の一部に大豆を含む),ja
果糖ぶどう糖液糖(国内製造)、いちご果汁 (国内製造)、脱脂粉乳、乳酸菌飲料、牛乳(国内製造)/酸味料、安定剤(大豆多糖類)、香料、野菜色素、甘味料(アスパルテーム・L-フェニルアラニン化合物、アセスルファムK),ja
"小麦粉, 植物油, でん粉, えび, 砂糖, 食塩 / 膨張剤, 調味料（アミノ酸等）, 甘味料（甘草）",ja
緑茶 (鹿児島県南九州市知覧町),ja
オーツミルク (オーツ麦)、 野菜汁(にんじんトマト)、 果汁(ぶどう、レモン)、ひまわり油、食物繊維、食塩、 麦芽エキス/乳化剤、pH調整剤、香料、ビタミンC、セルロース、 安定剤(ジェランガム),ja
牛肉、野菜·果物(玉ねぎ、人参、ゆず、生姜、にんにく、ピーマン、セロリ)、 カレーフレーク、りんごピューレー、砂糖、トマトピューレー、香辛料、牛脂、 濃厚ソース、フォンドヴォー、 しょうゆ、 小麦粉加工品、 マンゴチャツネ、 食塩、小麦粉、 かんずり(唐辛子·概·柚子·食塩)、 ビーフエキス、 ポークエキス、 チキンエキス、チキンコンソメ、醸造酢、植物油/着色料(カラメル)、加工デンプン、調味料(アミノ酸等)、乳化剤,ja
ミックス粉(小麦粉、砂糖、ショートニング、澱粉、その他)、ショートニング、 準チョコレート、卵/膨脹剤、乳化剤、香料,ja
だいこん (中国、 国産)、 きゅうり (中国、 ラオス)、 なす、 れんこん、しそ、しょうが、 なたまめ、ごま、漬け原材料 [砂糖類 (水あめ、 砂糖、ぶどう糖果糖液糖)、 しょうゆ、アミノ酸液、 食塩、 本みりん、醸造酢、 たんぱく加水分解物、香辛料] / 調味料(アミノ酸)、酸味料、増粘剤(キサンタン)、甘味料(アセスルファムK、スクラロース)、着色料 (黄4、黄5、 赤106) 香料、(一部に小麦・ごま・大豆を含む),ja
小麦粉 (国内製造)、ツナサラダ (まぐろ油漬け、ドレッシング、 たまねぎ、食酢、乳たん白、醤油、その他)、砂糖混合異性化液糖、ドレッシング、ファットスプレッド、 卵、ぶどう糖、パン酵母、油脂加工品、食塩、乳化油脂、発酵風味料、 脱脂粉乳、発酵種/乳化剤、増粘剤(増粘多糖類､加工デンプン)、グリシン、酢酸 (Na)、調味料(アミノ酸等)、イーストフード、香辛料抽出物、 V.C、 酵素、 (一部に乳成分・卵・小麦･大豆を含む),ja
緑茶,ja
http 当たり 品質管理には万全を期しておりますが、万一 4kcall 変質・不良品等の場合はお買い上げの店名・ 63 日時をお書き添えの上、現品を(株)やおきん 2 宛にお送りください。 郵送料金、(株)やおきん負 担にてお取替えさせて頂きます。大豆を含む 4g 6g 定値) 商品と共通の設備で製造しています。 ARTK 佐 767,ja
昆布、醤油、食塩、醤油加工品、たんぱく加水分解物／調味料(アミノ酸等)、甘味料(ソルビトール、甘草)、増粘多糖類,ja
和三盆糖(香川県製造)、澱粉／着色料(赤３、赤１０６、青１、黄４),ja
蒸し鶏 (中国製造)、 茹卵、アマニ油入り 玉葱醤油ドレッシング、レタス、ブロッコリー、 リーフレタス/調味料(有機酸等)、pH調整剤、グリシン、増粘剤(加工澱粉、キサンタン)、膨張剤、香辛料、甘味料(ステビア)、酵素、トレハロース、(一部に小麦・卵・ごま・大豆・鶏肉・豚肉・りんごを含む),ja
食用植物油脂(国内製造)、卵黄、醸造酢、食塩、砂糖、たんぱく加水分解物、香辛料/香辛料抽出物、(一部に小麦・卵・大豆を含む),ja
"砂糖（国内製造）,水飴,粉乳,植物油脂,加糖練乳,生クリーム,抹茶,デキストリン,粉末小豆,食塩,コーンスターチ／乳化剤,調味料（無機塩）,香料,酸味料,塩化マグネシウム,（一部に乳成分・大豆を含む）",ja
青梅、氷砂糖、 醸造アルコール,ja
小豆粒餡(砂糖、小豆(北海道)、水飴、米飴) (広島県製造)、殺菌液卵、もち粉、砂糖、麦芽糖、乳酸発酵卵白、水飴、米飴、植物油脂、米粉、フラクトオリゴ糖シロップ/トレハロース、膨張剤、乳化剤、安定剤(カラギナン)、酵素、 (一部に卵・大豆を含む),ja
"原材料名 食塩、粉末うすくち醤油、砂糖、ぶ どう糖 、粉末だし醤油、ねぎ、大豆たん白酵素分解物 、かつお節、昆布粉末/調味料(ア ミノ酸等)、カラメル色素、(一部に小麦,大豆を含む)",ja
うるち米(国産)、食塩、にんじん、 ごぼう、こんにゃく、しいたけ、 風味調味料、たけのこ、 料理酒、砂糖、酢、 しょうが、乾燥ほたて、植物油脂調味料(アミノ酸等)、水酸化カルシウム,ja
ご飯、マヨソース、茹えび、味付海苔 (原そう)、食塩/pH調整剤、酒精、グリシン、糊料(加工澱粉、増粘多糖類)、トレハロース、 リン酸塩(Na)、調味料 (アミノ酸等)、香辛料、酸味料、リゾチーム、酸化防止剤(V.C、V.E)、 香料、カロチノイド色素,ja
"and other nuts ა ბურღულის ფანტელები ხილით მოცულობა: 350 გრ, შემადგენლობა: მარცვლეულის ფანტელები 75% შვრიის ფანტელები 30%, ქერის ფანტელები, ხორბლის ფანტელები (ხორბალი, ლერწმის არა რაფინირებული შაქარი, ზღვის მარილი, ქერის ალაოს ექსტრაქტი), სიმინდის ფანტელები (სიმინდის ხახვი, ლერწმის არა რაფინირებული შაქარი, ზღვის მარილი, ქერის ალაოს ექსტრაქტი)], გამომშრალი ხილი 25% ცვალებადი პროპორციით [ფინიკი (ფინიკი, ბრინჯის ფქვილი), ტკბილი მოცვი (მოცვი, ლერწმის შაქარი, მზესუმზირის ზეთი), ვაშლი], ალერგენები : შესაძლოა შეიცავდეს რძეს, სოიოს, თხილეულს, კვებითი ღირებულება 100 გრ პროდუქტში: ენერგეტიკული ღირებულება: 1642 კჯ / 389 კკალ, ცხიმები - 4,2 გრ, მათშორის ნაჯერი - 0,6 გრ, ნახშირწყლები - 73 გრ, მათ შორის შაქრები - 19 გრ, ბოჭკო - 9,9 გრ, ცილები - 9,8 გრ, მარილი - 0,38 გრ, ვიტამინები: თიამინი - 0,23 მგ (21%), ნიაცინი - 2,9 მგ(18%), მინერალები: ფოსფორი - 297 მგ (42%), მაგნიუმი - 95,2 მგ (25%), რკინა - 3,3 მგ (24%), თუთია - 2,4 მგ (24%), პაკეტში ულუფების რაოდეობა : 11, შენახვის ვადა: გამოშვებიდან 12 თვე, უმჯობესია გამოყენებულ იქნეს შეფუთვაზე მითითებულ თარიღამდე შენახვის პირობები: სუფთა, მშრალი, ჰაეროვახი, ჰაერის ფარდობითი ტენიანობა არ უნდა აღემატებოდეს 70% - ს, შეინახეთ ოთახის ტემპერატურაზე მაქსიმუმ 20C მწარმოებელი: Sante sp, z 0,0 , პოლონეთი, იმპორტიორი: შპს „ინტრეიდი,quot,, საქართველო, თბილისი 0180,მ,ქავთარაძისქ #11 ტელ: 2 621342 ID 9548",ka
"ნატახტრის წყალზე დამზადებული ლუდი - კასრის ინგრედიენტები: წყალი, ალაო, სვია, Alc 4,7% Vol,, ნეტო 1,5 ლ,",ka
"GO ლეისი კლასიკი, კარტოფილის ჩიფსი მარადი ინგრედიენტები: კარტიფილი მცენრეული მეთეისინგ ლეონის მენუარი, ოფის თესლი სხისი პიპ არცერთი ჩვენი პროდუქტი არ იცის ღორის ქონს ან არა არმოებულ დანამატებს, არ შეიცავს ტრანსის ცხიმებს",ka
"ნორმალიზებული ნატურალური რძე, სუფრის მარილი, რძის შემადედებელი ფერმენტი, ყველის დედო.",ka
"სვანური 15% რძის შემცველი პროდუქტ ინგრედიენტები: პასტერიზებული,ნორმალიზებული აღდგენილი რძე?“, (სასმელი წყალი, მშრალი უცხიმო რძე), მცენარეული ცხიმი (პალმის, მზესუმზირის), ბაქტერიოლოგიუ ინფორმაცია კვებითი ღირებულების შესახებ 10/23 ენერგეტიკული ღირებულება , მათ შორის შაქრები პრი შეიცავს სოიას ლეციტინს 100გ პროდუქტში S , კალ 5 % * 158/21,4%)* 9,83(49%)* 3,0(1,15%) 3,03(1,15%) 4,0(8%) 0,00% (0,02% მილი, რძის იუნებრივი გომბონენტი) * მოდასრული ადამიანისთვის რეკომენდირებული დღიური ნორმის (84002000)%, უობა პროდუქტში არანაკლებ XIV 4±2)C ტემპერატურას",ka
"300 არაჟანი „პრეზიდენტი“, ცხიმი 20%, დამზადებულია ნედლი რძისგან ინგრედიენტები: ნაღები, მოხდილი რძე, მშრალი უცხიმო რძე, ბაქტერიოლო - გიური კულტურა კვებითი ღირებუ ლება 100გ პროდუქტში: ცხიმი - 20გ (მათ შორის ნაჯერი ცხიმები 12გ), ნახშირწყლები - 3გ, (მათ შორის შაქრები 3გ), ცილა - 3გ, მარილი - · 0გ,",ka
"PP კვერი ქოქოსით შეფუთვაზე თარიღთან დააკვირდით შემდეგ აღნიშვნას: A და B, 5 ინგრედიენტები: ხაჭო (35%) ((A - ნედლი რძე, ნაღების კარაქი, დედო] / [8 - წყალი, მშრალი უცხიმო რძე, ნაღების კარაქი, დედო]), შაქარი, საკონდიტრო ჭიქური (20%) (შაქარი პალმის ცხიმი, კაკაოს ფხვნილი, ემულგატორი სოიოს ქოქოსის ფანტელი (8%), სტაბილიზატორები ლეციტინი, ვანილის არომატიზატორი, ნაღების კარაქი, (მოდიფიცირებული სახამებელი, ნატრიუმის ალგინატი), კონსერვანტი კალიუმის სორბატი, ქოქოსის არომატიზატორი,",ka
"8 330 3300 30303038080 6030003030306 7806030, 8000, 8006500300 0000606 89000 იუალდესტოსი ნატურალური სტატი ES მაქის ცილეგი სუფრის მარილე CANE - 110 - S') უეტეგების საწინააღმდე გო აგეH) (£ 5 აიეული ასპარტამს კეიცავს ფენილალანინის წარს მეთოღი ვომისია გა პარტიის ნომერი მითითებული, - პუელ ადგიის მომზადების წესი აქა D STR, დაასხით 0 მლ ცხელი ანადუღარი წყალ O → , 10 მწარმოსგელი: შპს „იაკობზე დაუ ემირის კრანი 25 ოლქი, პ, ბროსტიანეცი, ნაბერეჟნაიას 5 22 ეკო და ეგგერბს საქართველო,, 0179, საქართველო B5050 NE29, 61-6 0 0 0800 100 122 THE VE 870384 (35❤0 x 12,386,49,286",ka
"ინგრიდიენტები: (კოდი ის ქალის | სახელიძე - 1 - შაქარი (საქაროზა), აღდგენილი მშრალ შემასქე რძის შრატი აკვები ზეთები მცენარეული რაფინირ ქერებიმის შემცვლელი (ზეთები მცენარეუ კლები სახამებელი სიმინდის საფუძველზე, კომპლე დეზოდორირებული: სალმის, მზესუმზირ დანამატი (რძის შრატი, რძის შრატის ცილის კონცენ რისევლებელი E415), სტაბილიზატორი კარაგინანი, საღებავი ინი – შაქარი (საქაროზა), აღდგენილი მშრალი რმის მონტი, რძის ცნიმის შემცვლელი (რაფინირებული დეზოდორირებული მცენარეული ზეთები ნატურალური და მოდიფიცირებული სახით (პალმის და მისი ფრაქციები, მზესუმზირის), ანტიდამჟანგველი ტოკოფეროლების ნარევის კონცენტრატი), შემასქელებლები ( საკვები სახამებელი სიმინდის საფუძველზე, კომპლე თექსური საკვები დანამატი (რძის შრატი, რმის შრატის ცილის კონცენტრატი, შემასქელებელი 1415), სტაბილიზატორი კარაგინანი, საღებავი ბეტა-კაროტინი,",ka
"EX THERAPY wwww SS2 Venita 10 მლ ფრჩხილის სამკურნალო საშუალება 9/1 ანსაღებს და აღადგენს ფრ - დის სტრუქტურას, შეიცავს სოიო ორბლის, სიმინდის, კერატინის პროტეინებს ვადა : იხ/შეფუთ პოლონეთი send",ka
"ლეისის მზა მარილიანი კარტოფილის ჩიფსები შემადგენლობა: კარტოფილი, სიმინდის ზეთი, მარილი, Enerji ve Besin Ögeleri /",ka
"ბარამბოს ვანილის ნაყინი ნატეხი თხილით | ინგრედიენტები: სიროფი (წყალი, შაქარი), მცენარეული არაჰიდროგენიზებული და ნაწილობრივ ჰიდროგენიზებული პალმის ცხიმები, შესქელებული რძე შაქრით, მოხალულ | ბუნებრივის იდენტური ვანილინი, ემულგატორი – სოიოს ლეციტინი, 100 გ პროდუქტის კვებითი ღირებულება: ცილები 3,4გ, ცხიმები 27,1გ (მად ჰორის ნაკერი ცხიმოვანი მჟავები | ნატეხი თხილი-4,3%, უცხიმო რძის ფხვნილი, კაკაოს ფხვნილი, ნაღების კარაქი, რძის შრატის ფხვნილი, სტაბილიზატორ-ემულგატორი: E407, E4, E433, E466, E471) |21095022-004-2011, დამამზადებელი: შპს „ბარამბო“, მისამართი: 3308, საქართველო, მცხეთის რაიონი, სოფ, ნატახტარი, ტელ,: ( 995 32) 291 91 81, ფაქსი: ( 995 32) 26, | 16,1გ), ნახშირწყლები 24,6გ (მათ შორის შაქრები 22,1გ), მარილი 0,05გ, 100გ პროდუქტის ენერგეტიკული ღირებულება: 353კკალ/1476კჯ, შეინახეთ –18°C ტემპერატურაზე, მა 91 80 info@barambo,ge, www,barambo,ge",ka
"80W088002: წყალი, შაქარი, ნახშირორჟანგი, მჟავიანობის რეგულატორი: ლიმონმჟავა (E330), ანტიოქსიდანტი: ნაცრიუმის ციტრატი საშჩანაცვლებული (E331(1), ბოჰიოს ნატურალური არომატიზატორი, სტაბილიზატორები: აკაციის გუმფისი (გუმი არაბიკი) (514), მერენის ფისის გლიცეროლის ეთერები (445), კოისერვანტი: ნატრიუმის ბენზოატი (E21), პიტნის ნატურალური არომატიზატორი, საფლორის პრაპარატი, საღებავი - ბრილიანტის ლურჯი, ნაიბის თარიღი და მოსია ნაყოფიწლ ი00000 ვადა იხილეთ ბოთლის ზედა ნაწილში, შეინახეთ გრილ და მზის სხივების პირდაპირ ზემოქმედებისგან დაცულ ადგილას, შენახვის რეკომენდებული ტემპერატურა:  2  8° - სიზნესოპერატორი (მწარმოებელი): შპს ბუმ გრუპი“, თბილისი, სამგორის რ–ნი, თენგიზ წარმოებულია შპს “ორი ნაბიჯისათვის“, თბილისი, ისანი, ნავთლუღის ქუჩა 39-41 მოხმარების წინ გააცივეთ,ნარმოებულია საქართველოში, ჩანტლაძის I შესახვევი, H 14,",ka
"W GEO ინგრ,:შაქარი, სიმინდის სიროფი, ჟელატინი, ლიმონმჟავა, ნატურალური აროზატიზატორი და საღებავები, ენერგ, ღირ, გრ,100გრ – 382კკალ, ცილები - 0 3, ნახშირწყლები - ეკ აკროვერარელუდელზე, მზის სხივებისგან, ტემპ, არაუმეტეს 5°C TR",ka
"03:1503 ინგრედიენტები: სიმინდის ბურღული, შაქარი, ხორბალი, კაკაოს ფხვნილი შემცირებული ცხიმის შემცველობით 6,3%, გლუკოზა-ფრუქტოზის სიროფი, მაღალი ოლეინის რაფინირებული დეზოდორირებული მზესუმზირის ზეთი ანტიოქსიდანტით E 306, მარილი არომატიზატორი, „ვანილი“, ემულგატორი სოიოს ლეციტინი (E 322), შეიძლება შეიცავდეს არაქისის თხილის და რძის პროდუქტების კვალს, შენახვის ვადა 14 თვე, შეინახეთ მშრალ ადგილას _ ტემპერატურაზე რომელიც არ აღემატება 25 °C და ტენიანობის ფარდობით არაუმეტეს 75%, პროდუქტი მზად არის მოხმარებისთვის წარმოების თარიღი და „უმჯობესია გამოყენებულ იქნე ვარგისიანობის მინიმალურ მითითებულია შეფუთვაზე, TV მშრალი - მარცვლეულის საუზმე, მწარმოებელი: P/g 30-088537-007-201 Lantmannen Aksa, მისამართი: უკრაინა, კიევის რეგიონ 28304, ბორისპილი, ქ, პრივოკზალნაა,",ka
"0წზრედეწტები: უცხიმო მშრალი რძე, მცენარეული ცხიმი (მოდიფიცირებული და ნატურალური სახით, პალმისა და მზესუმზირის ცხიმი, ცვალებადი პროპორციებით) ნატურალურის იდენტური არომატიზატორი“ ნაღები“ –0,01%, სასმელი წყალი, დედო askode: 900 a /-15 a",ka
"კარაქში | პარაქი შოკოლადის დაფასოეგული – „შატელი - 8 კკალ ცხიმის შემცველობა 62,0%, შეიცავს შაქარს, 0ნგრედიენტი: – პარაქი ნაღების 75,6% შაქარი 18,0%, პაპაოს ფხვნილე 3%, სურსათის ნეტო წონა – 2,0გ, 3 დამზადების და გამოეყენეგა ama",ka
"밀가루1 ( _밀_),밀가루2 ( _밀_),쇼트닝 ( 가공유지 ( 경화유 )),혼합식용유,이스트,곡류가공품,효소제,영양강화제,산도조절제,재제소금,기타가공품 ( 유산균 )",ko
"현미 87.3%, 백미 9.0%,자색고구마분말 1.0%, 설탕 2.7%",ko
"• 제품명: 오실록 호지차밀국스피레드 ·식품의 유행 : 식물성 그림 mATOMOT THO 본 제품은 평콩 밀 개란 복숭아 소고기를 용 재품과 같은 제조시설에서 제조하고 있습니다 고번호: 19730443003-786 ME •품목보 ·유통기한 : 측면기재일 까지 •본제품에이상이있을 경우 공장가리위인고시 소비자분장해결기준에 의거보상해드립니다, 010 OTOO osse ,,",ko
"스프류 중 홍고추 8%, 배 1.8%",ko
"총각의 맛있는 AA 프로포즈 |제 품 명| 동장독대를 따나온 총가의 맛있는포즈 내 용 량 |109. |식품 유형 과자유탕처리제품) 유통기한 후면 표기일까지 품목보고번호 1930415001139. 원재료명 가루(밀(미국산),설탕혼합식용유팜을레인유(말레이시 |아산)해기유외국산우크라이나스페인말레이시아 등)토코페롤 혼합엿기타가공품떡볶이맛시즈닝(포도당떡볶이맛베하스해바 라기씨유외국산우크라이나스페인말레이시아 등,기타설탕 떡볶이 : 분말(혼합아채분말(양패국내산) 정제소금) 쌀가루 고추장 포도당산도 : | 조절제1파프리카추출색소 정제소금산도조절제2전연향신(과슬리후데이크, 합성항료(크렉카향훈연향향미증진제 말대두토 안소 해테제과식품㈜ 청주공장충북 청주시 홍4구 공단로 4에복대동)| '직사광선 및 습기찬 곳을 피하여 서늘하고 통증이 잘 되는 곳에 보관하여 주십시오. 본제품은 공정거래위원회 고시에 의거 피해보상반품 및 교환장소 : 본사 및 구입한 곳 '부정불량식품 신고는 국번없이 39 ※이 제품예란우유 땅콩 게 새우, 돼지고기 복숭아 호두 닭고기, 쇠고기, 오징어, 조개류(굴 전복, 홍합 포함를 사용한 제품과 같은 제조 시설에서 제조하고 있습니다.신선한 제품 공급을 위해 질소 충전 포장을 하였습니다 F0o 포장재질|폴리에틸렌내포장면 O, OTTL 는 임규. OOR peess 00 TT, O 고객만족실수신자요금부담 080-233-6677 f 해태제과는 페이스북에서도 만날 수 있어요..",ko
귀리100%(캐나다산),ko
"치즈52% [모짜렐라치즈70%, 렌넷카제인 , 정제팜유, 혼합제제 ( 변성전분 , 말토덱스트린 ), 정제소금 ],동화건조빵가루[소맥분, 쇼트닝{정제팜유}, 포도당 , 효모 , 정제소금, 대두분 ], 빵가루배합용[밀가루, 효모,정제소금(, 혼합제제 ( 황산칼륨 , 정제소금 , 황산암모늄 , 염화암모늄 , 비타민 C )],정제수,제이에이치배터씨에스 [ 박력분 , 정제소금 , 무수결정포도당 , L-글루타민산나트륨 ( 향미증진제 ), 백설탕 ], 난백",ko
"MONSTER MAX VITAMIN D 4000U Witame2,instality STOCTORE 그린몬스터 콤부차 허니자몽 콤부차분말(콤부차75 %) 10 % 17종혼합유산균 20,000,000 CFU(포 당) 자몽농축분말(자몽과즙농축액 34,965%) 7%, 벌꿀혼합분말 (벌꿀 30%) 4,9% 5gx10포 (50g /",ko
"유통기한 Open SAMFTYCONG 유통기한 용기상단 포기일까지 품목보고번호| 19980476017172 포장재질| 플리에틸렌 영업소의 명칭 및 소재지(주)동원F8B 정읍공장전북 정읍시 정우면 정읍북로 763 원재료명 |원유(국산), 정제수, 파인애플시럽 12.5%(스위티스에프 에스600, 합성향로(파인애플향), 파인애플농축과즙 1% (필리핀 산, 배합함량 파인애플 100%), 구연산, 치자황색소 탈지 분유(국산), 유크림 (국산), 유산균주, 프로바이오티유산군 1역 이상/mL 우유함유 · 개봉 후 냉장보관 하시고 유통기한 이내에 드세요 . 이 제품은 소비자 분쟁 해결기준에 의거 고한또는 보상 받을 수 있습니다. . 빈 용기는 모아서 재활용합시다 이 계품은 알류, 메밀, 땅콩, 대두, 밀, 복숭이 토마트 돼기고기, 쇠고기를 사용한 제품과 같은 계조시설 하고 있습니다. 부정 불량 식품 신고는 국빈 · 0-100 냉강보관· 반품 및 교환장소 : 구입처 및 다 고객상담실 080-589-3223(4 7002 II TT BT DNT - DNT-- DNTE--P",ko
"밀가루(밀:외국산(국가명은 홈페이지에 별도 표시)], 팜올레인유 [팜올레인유(말레이시아산)99.95%, 향신료올레오레진류], 정백 당, 물엿옥분, 엿기름, 효소], 매운맛시즈닝N[미분염,(국내산), [혼합야채분말(양파, 양배추/국내산)]쌀그릿츠[쌀:외국산(국가명 은 홈페이지에 별도 표시)]2.96%, 고추장, 파프리카 추출색소(2 1500ASTA), 폴리소르베이트, 함수결정포도당, 탄산수소암모늄 1. 정제소금, 탄산수소나트륨, 육두구파우더, 파슬리분말, 합성향 료(크렉카향)",ko
"원액두유 95%, 설탕, 정제수, 대두유, 정제소금, 대 글리세린지방산에스테르, 영양강화제, 혼합 료 제제 (비타민D3, 비타민E, 아라비아검, 설탕, 명 옥수수전분, 가공유지, 산화규소), 구연산나 트륨, 혼합제제(탄산칼슘, 대두다당류) 대두 함유",ko
"정제수, 액상 과당, 백설탕, 레몬 농축 과즙 1.33 % (고형분 34 %), 레몬 퓨레, 탄산 가스, 
합 성 항로 (레몬 향), 구연산, 아카시아식이 섬유, 천연, 항로 합성 감미료 (아 세설 팜 칼륨, 수크랄로스)",ko
"된장 (95.129%) (대두(52.354%), 쌀,식염),주정,가다랑어분말, 향미증진제 (L-글루탐산나트륨), 가다랑어포추출물 (가다랑어포,대두 단백가수분해물,설탕,정제수),5'- 이노신산이나트륨,다시마추출물, 원료명 가다랑어추출물,설탕,호박산이나트륨,5'-리보뉴클레오티드이 나트륨,다시마분말. [유전자 변형 대두 포함 가능성있음] 대두 함유",ko
"원재료/원산지 정제수, 액상과당, 백설탕, 이산화탄소, 혼합제제(카라멜색소, 정제수, 카페인(향미증진제), 합성착향료(콜라향), 프로필렌글리콜, 에탄올), 혼합제제(인산, 정제수, 카페인(향미증진제))",ko
"돼지고기,밀가루,부추,숙주,절임배추 ( 배추 , 정제소금 ),양파,대두단백,혼합제제 ( 산화전분 , 말토덱스트린 ),두부,깻잎,참기름,건조무,당면,만두양념분말DW,씨즈닝오일DW,백설탕,마늘,L-글루타민산나트륨 ( 향미증진제 ),간장,조미육분,볶음참깨,비셰프굴소스,정제소금,유화유지-피 ( 레시틴 ),생강분말,후추분말,찹쌀가루,찰보리가루,감자가루",ko
